
##### time= 4.179999902e-09, label: 
0		0		168631
0		0.00125		167804
0		0.0025		165465
0		0.00375		161506
0		0.005		156766
0		0.00625		150622
0		0.0075		142515
0		0.00875		132752
0		0.01		121794
0		0.01125		109333
0		0.0125		95205.8
0		0.01375		79782.9
0		0.015		62789.2
0		0.01625		45261.4
0		0.0175		29100.5
0		0.01875		14067.3
0		0.02		0
0.00625		0		151798
0.00625		0.00125		151439
0.00625		0.0025		148871
0.00625		0.00375		145769
0.00625		0.005		141661
0.00625		0.00625		136072
0.00625		0.0075		129157
0.00625		0.00875		121125
0.00625		0.01		111768
0.00625		0.01125		101084
0.00625		0.0125		89130.2
0.00625		0.01375		75562.2
0.00625		0.015		60231.7
0.00625		0.01625		44369.8
0.00625		0.0175		28960.6
0.00625		0.01875		14124.3
0.00625		0.02		0
0.0125		0		138127
0.0125		0.00125		138094
0.0125		0.0025		137830
0.0125		0.00375		137132
0.0125		0.005		135617
0.0125		0.00625		133267
0.0125		0.0075		130523
0.0125		0.00875		127093
0.0125		0.01		122084
0.0125		0.01125		115568
0.0125		0.0125		106922
0.0125		0.01375		95730.5
0.0125		0.015		80952.1
0.0125		0.01625		62186.7
0.0125		0.0175		41568.7
0.0125		0.01875		20523.2
0.0125		0.02		0
0.01875		0		144218
0.01875		0.00125		145015
0.01875		0.0025		149140
0.01875		0.00375		154635
0.01875		0.005		162170
0.01875		0.00625		167604
0.01875		0.0075		174122
0.01875		0.00875		181513
0.01875		0.01		190006
0.01875		0.01125		199614
0.01875		0.0125		210269
0.01875		0.01375		222318
0.01875		0.015		235869
0.01875		0.01625		163497
0.01875		0.0175		102116
0.01875		0.01875		48504.6
0.01875		0.02		0
0.025		0		61514.6
0.025		0.00125		61708.6
0.025		0.0025		62548.1
0.025		0.00375		63322
0.025		0.005		179663
0.025		0.00625		190198
0.025		0.0075		202998
0.025		0.00875		218339
0.025		0.01		237586
0.025		0.01125		260929
0.025		0.0125		289749
0.025		0.01375		324516
0.025		0.015		367509
0.025		0.01625		113196
0.025		0.0175		71133.7
0.025		0.01875		33892
0.025		0.02		0
0.03125		0		-31504.2
0.03125		0.00125		-32138.9
0.03125		0.0025		-35061.5
0.03125		0.00375		-39944
0.03125		0.005		-46417.8
0.03125		0.00625		-46421.5
0.03125		0.0075		-46280.4
0.03125		0.00875		-45982.9
0.03125		0.01		-45542.5
0.03125		0.01125		-44966.7
0.03125		0.0125		-44237.3
0.03125		0.01375		-43353.5
0.03125		0.015		-42273.5
0.03125		0.01625		-24137.4
0.03125		0.0175		-12460.6
0.03125		0.01875		-5223.65
0.03125		0.02		0
0.0375		0		-36408.5
0.0375		0.00125		-36237.9
0.0375		0.0025		-37115.4
0.0375		0.00375		-37687.6
0.0375		0.005		-38391.9
0.0375		0.00625		-38401.3
0.0375		0.0075		-38353.6
0.0375		0.00875		-38259
0.0375		0.01		-38127.6
0.0375		0.01125		-37970.6
0.0375		0.0125		-37801.2
0.0375		0.01375		-37636.5
0.0375		0.015		-37498.8
0.0375		0.01625		-27025.7
0.0375		0.0175		-17107.3
0.0375		0.01875		-8083.26
0.0375		0.02		0
0.04375		0		-31829
0.04375		0.00125		-31948.6
0.04375		0.0025		-32264.1
0.04375		0.00375		-31809.2
0.04375		0.005		-31896.5
0.04375		0.00625		-31903.5
0.04375		0.0075		-31886.1
0.04375		0.00875		-31848.9
0.04375		0.01		-31795.8
0.04375		0.01125		-31730.2
0.04375		0.0125		-31655.2
0.04375		0.01375		-31573.9
0.04375		0.015		-31488.4
0.04375		0.01625		-23143.1
0.04375		0.0175		-15289.9
0.04375		0.01875		-7444.13
0.04375		0.02		0
0.05		0		-26578
0.05		0.00125		-26760.8
0.05		0.0025		-26955.2
0.05		0.00375		-26721.6
0.05		0.005		-26056.6
0.05		0.00625		-26046.6
0.05		0.0075		-26026.7
0.05		0.00875		-25997.6
0.05		0.01		-25959.7
0.05		0.01125		-25913.6
0.05		0.0125		-25859.4
0.05		0.01375		-25797.5
0.05		0.015		-25728.1
0.05		0.01625		-18695
0.05		0.0175		-12164.3
0.05		0.01875		-5995.71
0.05		0.02		0
0.05625		0		-21711.3
0.05625		0.00125		-21534
0.05625		0.0025		-21001.1
0.05625		0.00375		-20851.4
0.05625		0.005		-20507.8
0.05625		0.00625		-20506.6
0.05625		0.0075		-20498.8
0.05625		0.00875		-20485.1
0.05625		0.01		-20465
0.05625		0.01125		-20438.1
0.05625		0.0125		-20403.5
0.05625		0.01375		-20360
0.05625		0.015		-20306.7
0.05625		0.01625		-14693.1
0.05625		0.0175		-9472.34
0.05625		0.01875		-4590.13
0.05625		0.02		0
0.0625		0		-17107.6
0.0625		0.00125		-17213.6
0.0625		0.0025		-16289
0.0625		0.00375		-15644.5
0.0625		0.005		-15155.1
0.0625		0.00625		-15155.9
0.0625		0.0075		-15168.5
0.0625		0.00875		-15190.4
0.0625		0.01		-15218.2
0.0625		0.01125		-15247.2
0.0625		0.0125		-15271
0.0625		0.01375		-15280.3
0.0625		0.015		-15262.3
0.0625		0.01625		-11249.3
0.0625		0.0175		-7372.46
0.0625		0.01875		-3609.54
0.0625		0.02		0
0.06875		0		-19339.7
0.06875		0.00125		-19236.5
0.06875		0.0025		-17367.6
0.06875		0.00375		-14300.7
0.06875		0.005		-9509.22
0.06875		0.00625		-9482.6
0.06875		0.0075		-9537.62
0.06875		0.00875		-9662.5
0.06875		0.01		-9855.1
0.06875		0.01125		-10119.3
0.06875		0.0125		-10464.6
0.06875		0.01375		-10906.3
0.06875		0.015		-11465.5
0.06875		0.01625		-11955.8
0.06875		0.0175		-9275.03
0.06875		0.01875		-4924.03
0.06875		0.02		0
0.075		0		-79110.8
0.075		0.00125		-79250.9
0.075		0.0025		-79590
0.075		0.00375		-80319.6
0.075		0.005		-156030
0.075		0.00625		-164252
0.075		0.0075		-172679
0.075		0.00875		-181880
0.075		0.01		-192356
0.075		0.01125		-204613
0.075		0.0125		-219199
0.075		0.01375		-236786
0.075		0.015		-258166
0.075		0.01625		-94011.8
0.075		0.0175		-59226.5
0.075		0.01875		-28278.4
0.075		0.02		0
0.08125		0		-121316
0.08125		0.00125		-121674
0.08125		0.0025		-123806
0.08125		0.00375		-127556
0.08125		0.005		-132748
0.08125		0.00625		-136276
0.08125		0.0075		-139811
0.08125		0.00875		-143448
0.08125		0.01		-147279
0.08125		0.01125		-151361
0.08125		0.0125		-155720
0.08125		0.01375		-160352
0.08125		0.015		-165200
0.08125		0.01625		-114860
0.08125		0.0175		-71945
0.08125		0.01875		-34232.6
0.08125		0.02		0
0.0875		0		-90490.1
0.0875		0.00125		-90283.7
0.0875		0.0025		-90216.7
0.0875		0.00375		-89421.4
0.0875		0.005		-88346.8
0.0875		0.00625		-86696.2
0.0875		0.0075		-84645.1
0.0875		0.00875		-81959.5
0.0875		0.01		-78485.6
0.0875		0.01125		-74021.6
0.0875		0.0125		-68309
0.0875		0.01375		-61006.4
0.0875		0.015		-51683
0.0875		0.01625		-39743.8
0.0875		0.0175		-26592.7
0.0875		0.01875		-13136.6
0.0875		0.02		0
0.09375		0		-70316.5
0.09375		0.00125		-69922.5
