
##### time= 8.97958e-06 
8.97958E-10		-1.90578E-06
1.79592E-09		-2.9948E-06
2.69387E-09		-4.35608E-06
3.59183E-09		-1.90578E-06
4.48979E-09		-2.85868E-06
5.38775E-09		-2.58642E-06
6.28571E-09		-3.53931E-06
7.18366E-09		-4.35608E-06
8.08162E-09		-3.40319E-06
8.97958E-09		-3.40319E-06
9.87754E-09		-3.13093E-06
1.07755E-08		-2.85868E-06
1.16735E-08		-3.40319E-06
1.25714E-08		-2.31417E-06
1.34694E-08		-3.26706E-06
1.43673E-08		-3.67544E-06
1.52653E-08		-3.53931E-06
1.61632E-08		-2.17804E-06
1.70612E-08		-4.08382E-06
1.79592E-08		-2.72255E-06
1.88571E-08		-2.31417E-06
1.97551E-08		-1.76966E-06
2.0653E-08		-2.31417E-06
2.1551E-08		-3.13093E-06
2.24489E-08		-3.13093E-06
2.33469E-08		-2.45029E-06
2.42449E-08		-1.4974E-06
2.51428E-08		-3.13093E-06
2.60408E-08		-3.40319E-06
2.69387E-08		-2.9948E-06
2.78367E-08		-2.72255E-06
2.87347E-08		-2.9948E-06
2.96326E-08		-2.9948E-06
3.05306E-08		-3.53931E-06
3.14285E-08		-3.13093E-06
3.23265E-08		-2.58642E-06
3.32244E-08		-2.85868E-06
3.41224E-08		-2.17804E-06
3.50204E-08		-2.17804E-06
3.59183E-08		-2.9948E-06
3.68163E-08		-1.63353E-06
3.77142E-08		-3.40319E-06
3.86122E-08		-2.17804E-06
3.95102E-08		-2.85868E-06
4.04081E-08		-2.9948E-06
4.13061E-08		-2.72255E-06
4.2204E-08		-2.85868E-06
4.3102E-08		-1.76966E-06
4.39999E-08		-3.13093E-06
4.48979E-08		-2.85868E-06
4.57959E-08		-2.85868E-06
4.66938E-08		-2.72255E-06
4.75918E-08		-3.13093E-06
4.84897E-08		-3.9477E-06
4.93877E-08		-2.04191E-06
5.02856E-08		-3.67544E-06
5.11836E-08		-1.76966E-06
5.20816E-08		-1.90578E-06
5.29795E-08		-2.58642E-06
5.38775E-08		-1.90578E-06
5.47754E-08		-4.21995E-06
5.56734E-08		-2.85868E-06
5.65714E-08		-2.31417E-06
5.74693E-08		-2.31417E-06
5.83673E-08		-3.53931E-06
5.92652E-08		-2.85868E-06
6.01632E-08		-2.85868E-06
6.10611E-08		-2.9948E-06
6.19591E-08		-3.53931E-06
6.28571E-08		-3.53931E-06
6.3755E-08		-2.04191E-06
6.4653E-08		-2.45029E-06
6.55509E-08		-3.40319E-06
6.64489E-08		-2.85868E-06
6.73468E-08		-3.9477E-06
6.82448E-08		-2.58642E-06
6.91428E-08		-2.9948E-06
7.00407E-08		-2.31417E-06
7.09387E-08		-2.85868E-06
7.18366E-08		-2.72255E-06
7.27346E-08		-2.04191E-06
7.36326E-08		-3.53931E-06
7.45305E-08		-2.85868E-06
7.54285E-08		-3.26706E-06
7.63264E-08		-1.63353E-06
7.72244E-08		-3.13093E-06
7.81223E-08		-3.13093E-06
7.90203E-08		-2.72255E-06
7.99183E-08		-2.04191E-06
8.08162E-08		-3.26706E-06
8.17142E-08		-3.40319E-06
8.26121E-08		-1.76966E-06
8.35101E-08		-2.72255E-06
8.44081E-08		-4.21995E-06
8.5306E-08		-2.17804E-06
8.6204E-08		-2.31417E-06
8.71019E-08		-2.85868E-06
8.79999E-08		-2.72255E-06
8.88978E-08		-2.58642E-06
8.97958E-08		-2.85868E-06
9.06938E-08		-2.9948E-06
9.15917E-08		-1.76966E-06
9.24897E-08		-2.58642E-06
9.33876E-08		-3.26706E-06
9.42856E-08		-2.85868E-06
9.51835E-08		-3.13093E-06
9.60815E-08		-2.58642E-06
9.69795E-08		-2.9948E-06
9.78774E-08		-2.31417E-06
9.87754E-08		-3.81157E-06
9.96733E-08		-2.9948E-06
1.00571E-07		-2.31417E-06
1.01469E-07		-3.53931E-06
1.02367E-07		-2.85868E-06
1.03265E-07		-2.04191E-06
1.04163E-07		-3.13093E-06
1.05061E-07		-3.13093E-06
1.05959E-07		-2.58642E-06
1.06857E-07		-2.72255E-06
1.07755E-07		-3.81157E-06
1.08653E-07		-1.90578E-06
1.09551E-07		-2.58642E-06
1.10449E-07		-2.9948E-06
1.11347E-07		-1.90578E-06
1.12245E-07		-2.85868E-06
1.13143E-07		-2.04191E-06
1.14041E-07		-1.4974E-06
1.14939E-07		-2.85868E-06
1.15837E-07		-1.22515E-06
1.16735E-07		-2.58642E-06
1.17632E-07		-2.45029E-06
1.1853E-07		-2.85868E-06
1.19428E-07		-2.72255E-06
1.20326E-07		-2.72255E-06
1.21224E-07		-2.45029E-06
1.22122E-07		-3.40319E-06
1.2302E-07		-2.31417E-06
1.23918E-07		-3.40319E-06
1.24816E-07		-2.85868E-06
1.25714E-07		-2.17804E-06
1.26612E-07		-2.9948E-06
1.2751E-07		-3.13093E-06
1.28408E-07		-3.13093E-06
1.29306E-07		-2.58642E-06
1.30204E-07		-2.17804E-06
1.31102E-07		-2.72255E-06
1.32E-07		-1.90578E-06
1.32898E-07		-2.9948E-06
1.33796E-07		-2.45029E-06
1.34694E-07		-2.9948E-06
1.35592E-07		-3.40319E-06
1.3649E-07		-2.17804E-06
